Zip Code,Population,Longitude,Latitude,Frequency
93460,5710,-120.032564,34.630356,4
93461,1255,-120.293534,35.634488,4
93463,7958,-120.137875,34.624399,4
93465,7918,-120.739231,35.536115,4
93501,4882,-118.171288,35.097323,3
93505,8316,-117.927597,35.151491,4
93510,7831,-118.207862,34.501452,4
93512,340,-118.231443,37.653947,4
93513,1826,-118.062943,37.245505,4
93514,13309,-118.397236,37.04584,4
93516,2241,-117.73045,34.95703,4
93517,826,-119.286558,38.184583,4
93518,1022,-118.527064,35.358953,4
93522,64,-117.593053,36.319181,4
93523,7685,-117.961179,34.966777,4
93526,734,-118.189241,36.869584,4
93527,2213,,,0
93528,207,-117.637641,35.363339,2
93529,618,-119.055813,37.730269,4
93530,71,-117.962461,36.560498,4
93531,1436,-118.59049,35.214982,4
93532,2771,-118.584212,34.659579,4
93534,35109,-118.153098,34.727529,4
93535,57794,-117.889656,34.712708,4
93536,49309,-118.38111,34.741406,4
93541,504,-119.184087,37.890145,4
93543,11198,-117.955054,34.505273,4
93544,1220,-117.765862,34.500091,4
93545,1910,,,0
93546,8217,-118.837167,37.550074,4
93549,318,-117.865469,36.296851,4
93550,67232,-118.082935,34.536232,4
93551,34045,-118.256358,34.613476,4
93552,25370,-118.029441,34.557711,4
93553,1613,-117.894868,34.445239,4
93554,117,-117.773354,35.405722,4
93555,29782,,,0
93560,14931,-118.411251,34.903052,4
93561,25805,-118.652112,35.073777,4
93562,1991,,,0
93563,413,-117.734568,34.39583,4
93591,6787,-117.79593,34.598221,4
93601,1968,-119.739935,37.375816,4
93602,3464,-119.242874,36.991762,4
93603,273,-118.924982,36.64545,4
93604,613,-119.345011,37.458367,4
93605,273,-119.2997,37.17277,4
93606,807,-120.019511,36.798882,4
93608,1766,-120.407691,36.488056,4
93609,5446,-119.865999,36.5276,4
93610,19391,-120.270136,37.100948,4
93611,46858,-119.593757,36.917652,4
93612,33856,-119.711868,36.814539,4
93614,9395,-119.749323,37.212191,4
93615,5519,-119.285484,36.497895,4
93616,1965,-119.595293,36.657462,4
93618,24206,-119.386868,36.523619,4
93620,9388,-120.630682,37.045728,4
93621,506,-119.140338,36.789213,4
93622,9491,-120.625382,36.785618,4
93623,77,-119.679414,37.483535,4
93624,1852,-120.119911,36.397745,4
93625,5635,-119.672483,36.625792,4
93626,1125,-119.69056,37.027663,4
93627,152,-120.118055,36.520537,4
93628,93,-118.901544,36.807595,4
93630,14062,-120.123526,36.727418,4
93631,14088,-119.52137,36.478239,4
93634,52,-119.216328,37.290606,4
93635,29124,-120.955099,36.995162,4
93637,28434,-120.194274,36.902954,4
93638,49247,-119.930027,37.004068,4
93640,9174,,,0
93641,571,-119.024051,36.696759,4
93643,3376,-119.470256,37.244307,4
93644,8521,-119.231447,37.648647,4
93645,173,-119.657092,37.140104,4
93646,8449,-119.298895,36.633498,4
93647,9780,-119.175655,36.600185,4
93648,12587,-119.521126,36.622237,4
93650,3258,-119.797113,36.841655,4
93651,1314,-119.505661,37.007238,4
93652,265,-119.905245,36.594542,4
93653,972,-119.95783,37.252057,4
93654,25923,-119.421842,36.636638,4
93656,5729,-119.94575,36.452211,4
93657,28991,-119.440414,36.819628,4
93660,4318,-120.153393,36.600193,4
93662,26213,-119.642281,36.545322,4
93664,642,-119.001021,37.223,4
93665,343,-120.653519,36.959731,4
93666,306,-119.338535,36.545353,4
93667,2633,-119.348267,36.993666,4
93668,1130,-120.288644,36.635661,4
93669,327,-119.548156,37.287758,4
93673,646,-119.486225,36.456091,4
93675,3146,-119.202677,36.719141,4
93701,13858,-119.787574,36.749403,4
93702,47999,-119.753649,36.739385,4
93703,31180,-119.762633,36.768774,4
93704,26580,-119.801247,36.799648,4
93705,35451,-119.827813,36.78724,4
93706,35790,-119.903674,36.654614,4
93710,29337,-119.761826,36.822715,4
93711,36274,-119.82947,36.833002,1
93720,45087,-119.7645,36.878709,4
93721,6848,-119.783786,36.732694,4
93722,60889,-119.929894,36.78979,4
93725,21010,-119.741322,36.623632,4
93726,39148,-119.761131,36.793601,4
93727,54701,-119.68072,36.751489,4
93728,16346,-119.818274,36.757345,4
93901,35739,-121.622188,36.64152,4
93905,58548,-121.601306,36.667794,4
93906,53946,-121.633648,36.722898,4
93907,22292,-121.664714,36.77462,4
93908,13027,-121.615669,36.624338,4
93920,1006,,,0
93921,2966,-121.922239,36.554618,4
93923,13121,-121.852507,36.460611,4
93924,6691,-121.6386,36.414611,4
93925,1140,-121.442274,36.596271,4
93926,9023,-121.396719,36.52588,4
93927,14204,-121.386617,36.248708,4
93928,254,-121.189757,35.930782,4
93930,14477,-120.980777,36.220761,4
93932,538,-121.055933,35.989792,4
93933,21759,-121.758398,36.689582,4
93940,32857,-121.869685,36.362741,4
93950,15449,-121.926417,36.618337,4
93953,4602,-121.944815,36.587497,4
93954,521,-120.864443,36.125529,4
93955,38244,-121.823565,36.625114,4
93960,13003,-121.360597,36.414216,4
93962,407,-121.647195,36.624641,4
94002,25566,-122.306132,37.509366,4
94005,3635,-122.40712,37.684694,4
94010,40346,-122.365778,37.57028,4
94014,47453,-122.445202,37.691561,4
94015,63337,-122.48131,37.680844,4
94019,17929,-122.407992,37.45567,4
94020,1622,-122.224165,37.285677,4
94021,148,-122.26308,37.266388,4
94022,18486,-122.134356,37.349546,4
94024,21496,-122.093002,37.352911,4
94025,39062,-122.183762,37.449551,4
94027,6876,-122.203168,37.454924,4
94028,6601,-122.215844,37.369709,4
94030,20350,-122.403099,37.601248,4
94037,2346,-122.509594,37.540582,4
94038,3064,-122.502311,37.515556,4
94040,32143,-122.086022,37.380662,4
94041,13483,-122.075299,37.388349,4
94043,27822,-122.062947,37.419725,4
94044,38885,-122.455167,37.573633,4
94060,2055,-122.297533,37.22565,4
94061,35737,-122.235414,37.461251,4
94062,25569,-122.297152,37.410567,4
94063,32368,-122.196318,37.499411,4
94065,10658,-122.230941,37.527497,4
94066,39566,-122.430661,37.624436,4
94070,28098,-122.267361,37.497915,4
94074,291,-122.341444,37.331762,4
94080,60599,-122.426468,37.654436,4
94086,64010,-122.020456,37.378541,4
94087,50070,-122.037311,37.3511,4
94089,16985,-122.009613,37.421633,4
94102,28998,-122.419233,37.7795,4
94103,23036,-122.411287,37.773147,4
94104,384,-122.402241,37.791222,4
94105,2066,-122.395009,37.789168,4
94107,17372,-122.395521,37.768881,4
94108,13723,-122.408653,37.791998,4
94109,56330,-122.42227,37.794487,4
94110,74641,-122.415201,37.750021,4
94111,3337,-122.402293,37.801776,4
94112,73117,-122.443119,37.720498,4
94114,30587,-122.434801,37.758085,4
94115,33122,-122.437301,37.786031,4
94116,42959,-122.486764,37.74441,4
94117,38756,-122.445121,37.770533,4
94118,38955,-122.461522,37.781304,4
94121,42476,-122.495781,37.776718,4
94122,55504,-122.484966,37.760412,4
94123,22920,-122.436975,37.800254,4
94124,33177,-122.384532,37.731505,4
94127,20643,-122.45732,37.736535,4
94129,2240,-122.464531,37.797526,4
94130,1458,-122.369725,37.820894,4
94131,27906,-122.442833,37.746699,4
94132,26297,-122.491129,37.722302,4
94133,26831,-122.411004,37.802071,4
94134,40137,-122.413573,37.721052,4
94301,16198,-122.149996,37.444314,4
94303,45499,-122.115398,37.45809,4
94304,1723,-122.177746,37.386978,4
94305,13386,-122.165641,37.424342,4
94306,24492,-122.131337,37.416159,4
94401,32488,-122.306467,37.590421,4
94402,23393,-122.317723,37.556634,4
94403,37926,-122.305109,37.538309,4
94404,31882,-122.272437,37.556094,4
94501,58555,-122.274434,37.774633,4
94502,13996,-122.224363,37.724817,4
94506,19777,-121.903253,37.791481,4
94507,15187,-121.994813,37.855717,4
94508,3641,-122.419923,38.542448,4
94509,90891,-121.801599,37.980057,4
94510,25578,-122.11926,38.113533,4
94511,2379,-121.646924,38.050558,4
94512,138,-121.838298,38.140719,4
94513,26577,-121.682472,37.908242,4
94514,10153,-121.601461,37.83323,4
94515,7384,-122.593216,38.629618,4
94517,14239,-121.848111,37.881842,4
94518,27394,-122.022455,37.950248,4
94519,18650,-122.012188,37.990118,4
94520,36186,-122.039144,38.013825,4
94521,39888,-121.971504,37.971421,4
94523,32685,-122.076886,37.95338,4
94525,3193,-122.228415,38.049292,4
94526,32873,-121.977203,37.815459,4
94530,23141,-122.289145,37.924838,4
94533,77683,-122.02711,38.287136,4
94535,9978,-121.939461,38.265899,4
94536,66543,-121.964583,37.572273,4
94538,56126,-121.962472,37.505768,4
94539,46917,-121.899117,37.516791,4
94541,60274,-122.076796,37.674002,4
94542,11147,-122.048361,37.656695,4
94544,72993,-122.037554,37.639215,4
94545,27311,-122.120843,37.62984,4
94546,41698,-122.083473,37.708327,4
94547,22479,-122.214945,37.991259,4
94549,23996,-122.127161,37.907777,4
94550,75929,-121.659562,37.571748,4
94552,13212,-122.02157,37.722727,4
94553,46677,-122.115432,38.014457,4
94555,33883,-122.080312,37.555473,4
94556,16510,-122.107185,37.827946,4
94558,63947,-122.27011,38.489789,4
94559,26894,-122.324944,38.232389,4
94560,42491,-122.032347,37.504133,4
94561,27607,-121.686241,37.999406,4
94563,17964,-122.20522,37.873916,4
94564,16717,-122.293716,37.996462,4
94565,78816,-121.916834,38.006047,4
94566,36669,-121.862395,37.633361,4
94567,494,-122.403219,38.672708,4
94568,29636,-121.928425,37.713926,4
94569,173,-122.196821,38.035707,4
94571,5246,-121.737696,38.148862,4
94572,8506,-122.23463,38.027218,4
94574,9423,-122.296283,38.581354,4
94576,223,-122.474773,38.554383,4
94577,41871,-122.159338,37.717196,4
94578,36568,-122.126703,37.704384,4
94579,19815,-122.15728,37.687264,4
94580,26240,-122.132415,37.676249,4
94583,44078,-121.976784,37.766556,4
94585,39279,-122.017258,38.197907,4
94586,790,-121.862856,37.587494,4
94587,66472,-122.051521,37.59485,4
94588,28568,-121.912061,37.685052,4
94589,42209,-122.271588,38.161321,4
94590,37218,-122.247387,38.104705,4
94591,51665,-122.186338,38.105733,4
94592,159,-122.276589,38.093701,4
94595,18024,-122.075197,37.862128,4
94596,40917,-122.052782,37.900662,4
94598,26022,-122.008483,37.916648,4
94599,2873,-122.365048,38.421458,4
94601,54876,-122.219268,37.776523,4
94602,28900,-122.208417,37.803883,4
94603,31392,-122.175602,37.739113,4
94605,42854,-122.138678,37.758019,4
94606,41876,-122.244314,37.792489,4
94607,21054,-122.297401,37.80707,4
94608,24589,-122.287648,37.83726,4
94609,21097,-122.26437,37.834341,4
94610,29964,-122.238708,37.808731,4
94611,36517,-122.216005,37.828416,4
94612,11702,-122.269739,37.809014,4
94618,15438,-122.235181,37.84551,4
94619,24518,-122.14633,37.787186,4
94621,30751,-122.197175,37.750553,4
94702,15638,-122.286228,37.866009,4
94703,19763,-122.275684,37.863843,4
94704,21205,-122.246597,37.871416,4
94705,12448,-122.240512,37.858898,4
94706,15882,-122.295192,37.890274,4
94707,11889,-122.279391,37.897753,4
94708,10737,-122.263124,37.897743,4
94709,10147,-122.26609,37.878554,4
94710,8157,-122.303708,37.872902,4
94801,28450,-122.383941,37.945288,4
94803,25399,-122.288296,37.963995,4
94804,39089,-122.341798,37.921034,4
94805,13984,-122.320968,37.941456,4
94806,55720,-122.342635,37.980269,4
94901,40239,-122.491452,37.972662,4
94903,28403,-122.546024,38.018065,4
94904,12010,-122.563571,37.946617,4
94920,13065,-122.46858,37.885629,4
94922,584,-122.9755,38.343282,4
94923,1785,-123.037957,38.377165,4
94924,1573,-122.72379,37.943087,4
94925,9038,-122.511694,37.924014,4
94928,42544,-122.697822,38.34719,4
94929,330,-122.956268,38.24458,4
94930,8486,-122.611873,37.971751,4
94931,7936,-122.718742,38.326215,4
94933,1025,-122.689442,38.010092,4
94937,1004,-122.945723,38.099323,4
94938,821,-122.691744,38.021772,4
94939,6773,-122.532369,37.937082,4
94940,406,-122.834815,38.129308,4
94941,28727,-122.572024,37.901371,4
94945,16429,-122.563683,38.135897,4
94946,607,-122.665566,38.065359,4
94947,24741,-122.634384,38.112166,4
94949,13361,-122.524004,38.067204,4
94950,248,-122.775567,38.052209,4
94951,3777,-122.642352,38.325599,4
94952,31930,-122.77872,38.237018,4
94954,35419,-122.557332,38.235021,4
94956,1885,-122.830646,38.060264,4
94960,16849,-122.575026,37.99272,4
94963,548,-122.663717,38.00474,4
94964,6448,-122.491642,37.942551,4
94965,11213,-122.515692,37.848641,4
94970,781,-122.657562,37.921137,4
94971,384,-122.901041,38.240769,4
94972,66,-122.935056,38.339996,4
94973,1449,-122.638155,38.005839,4
95002,2147,-121.994813,37.449537,4
95003,24227,-121.877877,37.013471,4
95004,3373,-121.629781,36.878364,4
95005,6407,-122.090386,37.078873,4
95006,10520,-122.142961,37.171727,4
95007,1007,-122.100006,37.106902,4
95008,44976,-121.954567,37.279689,4
95010,9673,-121.952864,36.977025,4
95012,8582,-121.759054,36.784481,4
95014,54431,-122.080621,37.306612,4
95017,857,-122.237162,37.114335,4
95018,8728,-122.062213,37.089111,4
95019,4753,-121.785559,36.936228,4
95020,49968,-121.528955,37.03889,4
95023,47514,,,0
95030,13290,-121.988727,37.222842,4
95032,24443,-121.947427,37.233034,4
95033,10172,-121.945611,37.160194,4
95035,62848,-121.878502,37.441931,4
95037,41707,-121.649371,37.161544,4
95039,899,-121.781632,36.863303,4
95041,77,-122.056194,37.051166,4
95043,813,-120.952122,36.525703,4
95045,3402,-121.503022,36.810568,4
95046,5671,-121.606417,37.084697,4
95050,36349,-121.952417,37.351214,4
95051,52986,-121.98469,37.348129,4
95054,13031,-121.965114,37.393554,4
95060,43192,-122.098858,36.993451,4
95062,36631,-121.991149,36.974575,4
95064,4563,-122.065975,37.007882,4
95065,8365,-121.981865,37.031404,4
95066,14574,-122.010077,37.070177,4
95070,30589,-122.051824,37.257772,4
95073,9823,-121.946461,37.023669,4
95076,81141,-121.752383,36.931654,4
95110,18197,-121.910019,37.34667,4
95111,57748,-121.827673,37.284265,4
95112,52334,-121.883119,37.343827,4
95113,561,-121.891147,37.333851,4
95116,51706,-121.852855,37.350284,4
95117,29914,-121.961786,37.311088,4
95118,31926,-121.889838,37.255479,4
95119,10155,-121.78809,37.233226,4
95120,37090,-121.843554,37.186141,4
95121,37127,-121.809955,37.304681,4
95122,59841,-121.834567,37.32886,4
95123,59632,-121.828375,37.238758,4
95124,45257,-121.923037,37.257063,4
95125,46185,-121.894763,37.294926,4
95126,27023,-121.916819,37.327069,4
95127,60620,-121.795867,37.375156,4
95128,32804,-121.936285,37.316146,4
95129,37570,-122.000887,37.305622,4
95130,13481,-121.986477,37.277592,4
95131,26389,-121.897775,37.387027,4
95132,40568,-121.74841,37.424655,4
95133,26032,-121.860349,37.371862,4
95134,9657,-121.945416,37.42765,4
95135,15798,-121.723877,37.28682,4
95136,36944,-121.851046,37.270938,4
95138,14792,-121.749494,37.246064,4
95139,7023,-121.762429,37.218705,4
95140,38,-121.634151,37.382909,4
95148,44103,-121.777179,37.339533,4
95202,7071,-121.287669,37.959706,4
95203,16357,-121.329761,37.954089,4
95204,30476,-121.319568,37.974498,4
95205,34138,-121.260051,37.965695,4
95206,49657,-121.440029,37.902422,4
95207,49965,-121.324979,38.002125,4
95209,30814,-121.348048,38.044523,4
95210,40611,-121.297433,38.033219,4
95212,6951,-121.21653,38.049457,4
95215,23789,-121.139499,37.946282,4
95219,19109,-121.387999,38.029729,4
95220,6317,-121.235034,38.200231,4
95221,676,,,0
95222,4264,-120.632221,38.071327,4
95223,5159,-120.236358,38.32153,4
95224,115,-120.339938,38.208336,4
95225,27,-120.898817,38.183918,4
95226,75,-120.861666,38.233879,4
95227,722,-121.02789,38.227285,4
95228,2633,-120.67108,37.943954,4
95230,596,-120.863055,37.956963,4
95231,5094,-121.292034,37.873283,4
95232,21,-120.579304,38.358464,4
95233,335,-120.364085,38.184914,4
95236,3148,-121.030499,38.047746,4
95237,3205,-121.14207,38.166791,4
95240,45755,-121.159078,38.123544,4
95242,22073,-121.4078,38.128087,4
95245,2718,-120.592431,38.304194,4
95246,1692,-120.515133,38.264262,4
95247,4353,-120.440124,38.147852,4
95249,3930,-120.61689,38.196497,4
95250,88,-120.417301,38.244806,4
95251,460,-120.456298,38.055562,4
95252,11266,-120.849231,38.156971,4
95254,304,-120.957842,38.192608,4
95255,2198,-120.469545,38.41935,4
95257,435,-120.415951,38.392686,4
95258,4176,-121.310964,38.169605,4
95301,27808,-120.656354,37.321233,4
95303,809,-120.672724,37.4695,4
95305,167,-120.256995,37.818589,4
95306,986,-120.127262,37.394411,4
95307,32881,-120.952825,37.553469,4
95310,2144,-120.37855,38.085839,4
95311,2271,-120.110174,37.722127,4
95312,55,-120.66527,37.420273,4
95313,1508,-121.049056,37.435664,4
95315,10159,-120.765493,37.422961,4
95316,5513,-120.757977,37.524721,4
95317,808,-120.506422,37.127386,4
95318,579,-119.822984,37.654551,4
95320,11474,-121.006907,37.818543,4
95321,3680,-119.667544,37.902968,4
95322,7872,-121.120161,37.147198,4
95323,1055,-120.69955,37.605926,4
95324,7177,-120.890747,37.394536,4
95325,128,-120.230424,37.479926,4
95326,6822,-120.853288,37.5923,4
95327,9559,-120.486589,37.84771,4
95328,2130,-120.911653,37.555631,4
95329,1749,-120.411517,37.666587,4
95330,10834,-121.308401,37.80821,4
95333,3256,-120.249581,37.249377,4
95334,12672,-120.748394,37.361987,4
95335,683,-120.078597,38.109125,4
95336,36738,-121.201018,37.830267,4
95337,19867,-121.238423,37.750822,4
95338,10226,-119.99437,37.526791,4
95340,59289,-120.493537,37.255637,4
95345,433,-119.972762,37.581496,4
95346,1278,-120.133915,38.121601,4
95348,23100,-120.514191,37.40122,4
95350,52872,-121.007575,37.671806,4
95351,47536,-121.012295,37.621458,4
95354,27135,-120.964772,37.639029,4
95355,47613,-120.946594,37.672906,4
95356,26055,-121.025836,37.716186,4
95357,13343,-120.877572,37.670526,4
95358,30668,-121.108568,37.612612,4
95360,8504,-121.039391,37.343846,4
95361,25384,-120.776141,37.785033,4
95363,15536,-121.320337,37.410236,4
95364,235,-119.755729,38.224869,4
95365,4150,-120.306399,37.329725,4
95366,12646,-121.13238,37.750778,4
95367,16525,-120.954271,37.734971,4
95368,12466,-121.08739,37.713152,4
95369,1158,-120.426843,37.521708,4
95370,25340,-120.343732,37.982716,4
95372,1519,-120.261821,37.990574,4
95374,1960,-120.855753,37.316807,4
95376,69801,-121.446049,37.680968,4
95379,3979,-120.188002,37.939768,4
95380,40545,-120.875917,37.474396,4
95382,24708,-120.854357,37.529656,4
95383,4848,-120.230625,38.107441,4
95385,274,-121.263381,37.609095,4
95386,8308,-120.626964,37.669516,4
95387,899,,,0
95388,11463,-120.599587,37.421299,4
95389,1750,,,0
95401,36125,-122.790335,38.460517,4
95403,40270,-122.752839,38.488431,4
95404,35057,-122.709096,38.526941,4
95405,22250,-122.668817,38.439696,4
95407,30876,-122.739814,38.394091,4
95409,25718,-122.580539,38.468893,4
95410,1054,-123.717354,39.225694,4
95412,747,-123.316553,38.731055,4
95415,1374,-123.381544,39.025867,4
95417,176,-123.682799,39.710591,4
95419,436,,,0
95420,333,-123.784599,39.361283,4
95421,1575,-123.19338,38.578807,4
95422,13485,-122.631779,38.965804,4
95423,3684,-122.598542,39.07116,4
95424,103,,,0
95425,9210,-122.938935,38.801936,4
95426,1591,-122.73203,38.838088,4
95427,371,-123.565432,39.239818,4
95428,2296,-123.178765,39.83307,4
95429,91,-123.358701,39.756049,4
95430,187,-123.063756,38.445603,4
95431,363,-122.51699,38.348884,2
95432,383,-123.645121,39.108252,4
95436,6216,-122.92444,38.499302,4
95437,14417,-123.683979,39.455555,4
95439,476,-122.777141,38.493888,4
95441,2349,-123.064272,38.731771,4
95442,4101,-122.522642,38.368744,4
95443,175,-122.743181,39.045246,4
95444,390,-122.86891,38.434362,4
95445,1916,-123.50608,38.848082,4
95446,4913,-123.013347,38.52576,4
95448,17979,-122.908422,38.618347,4
95449,1373,-123.118111,38.93706,4
95450,438,-123.187019,38.505995,4
95451,9902,-122.792243,38.93496,4
95452,1653,-122.521585,38.419525,4
95453,11180,-122.955176,39.080469,4
95454,2706,-123.531098,39.806141,4
95456,882,-123.77214,39.245911,4
95457,2644,-122.549083,38.925545,4
95458,3002,-122.770679,39.141934,4
95459,586,-123.586412,38.966713,4
95460,2229,-123.743697,39.305545,4
95461,7789,-122.58675,38.787446,4
95462,1537,-123.015549,38.471049,4
95463,148,-123.552571,39.182916,4
95464,2223,-122.838198,39.12334,4
95465,1880,-122.998726,38.415003,4
95466,1113,-123.500853,39.094102,4
95468,1352,-123.609588,38.911299,4
95469,1884,-123.045516,39.408634,4
95470,5995,-123.25211,39.298065,4
95471,298,-122.97932,38.522328,4
95472,31266,-122.861923,38.398815,4
95476,34314,-122.461799,38.25485,4
95480,30,,,0
95481,109,,,0
95482,30988,-123.23422,39.134075,4
95485,2344,-122.907693,39.220368,4
95488,309,-123.767578,39.724433,4
95490,13472,-123.375818,39.492046,4
95492,23701,-122.810044,38.527297,4
95493,240,-122.985488,39.222323,4
95494,335,-123.239647,38.888351,4
95497,752,-123.436861,38.696659,4
95501,23224,-124.15428,40.796621,4
95502,183,,,0
95503,23570,-124.108897,40.737431,4
95511,261,-123.584144,40.166028,4
95514,199,-123.668201,40.309088,4
95519,15921,-124.015255,40.965011,4
95521,19596,-124.003757,40.839958,4
95524,1689,-124.049485,40.825486,4
95525,1584,-123.831799,40.94338,4
95526,695,-123.525626,40.372532,4
95527,485,-123.450097,40.854512,4
95528,1072,-123.93037,40.497283,4
95531,23792,,,0
95536,2965,-124.301372,40.4785,4
95537,228,-124.217378,40.726949,4
95540,12241,-124.121504,40.584991,4
95542,2423,-123.679461,40.057784,4
95543,532,-123.794144,41.867908,4
95545,82,-124.063329,40.342928,4
95546,3041,-123.704841,41.163637,4
95547,1201,-124.081662,40.557314,4
95548,1215,-124.035011,41.572813,4
95549,264,-123.865325,40.664483,4
95550,155,-123.80458,40.7666,4
95551,1447,-124.240051,40.665952,4
95552,265,-123.412327,40.390301,4
95553,867,-123.86,40.210895,4
95554,644,-123.805913,40.267158,4
95555,494,-124.044354,41.336354,4
95556,574,-123.546958,41.269521,4
95558,300,-124.210902,40.274302,4
95559,163,-123.745487,40.184094,4
95560,1851,-123.852927,40.142256,4
95562,3284,-124.163234,40.485849,4
95563,660,-123.539754,40.89866,4
95564,395,-124.189977,40.809636,4
95565,1125,-124.098739,40.440636,4
95567,2020,-124.097094,41.950683,4
95568,202,-123.471895,41.444606,4
95569,400,-123.835041,40.363446,4
95570,2369,-124.027381,41.162295,4
95571,270,-123.909449,40.310119,4
95573,1666,-123.655847,40.949012,4
95585,321,-123.741474,39.873371,4
95587,200,-123.681175,39.955587,4
95589,743,,,0
95595,259,-123.417298,40.170357,4
95601,222,-120.8421,38.431407,4
95602,18197,-121.114408,38.99003,4
95603,24944,-121.082766,38.912881,4
95605,12756,-121.540036,38.592745,4
95606,382,-122.241383,38.809804,4
95607,262,-122.130569,38.681651,4
95608,58830,-121.328011,38.626128,4
95610,43718,-121.271616,38.69508,4
95612,1417,-121.578701,38.384648,4
95613,49,,,0
95614,3674,-120.973865,38.880622,4
95615,699,-121.554034,38.311609,4
95616,67411,-121.678813,38.508735,4
95618,648,-121.685559,38.544002,4
95619,4426,-120.811852,38.683605,4
95620,18529,-121.799917,38.392821,4
95621,41636,-121.307864,38.69549,4
95623,4097,-120.842609,38.63153,4
95624,38534,-121.30587,38.434138,4
95625,171,-121.902943,38.349195,4
95626,6197,-121.463719,38.734997,4
95627,2756,-122.127193,38.834469,4
95628,40750,-121.25441,38.652065,4
95629,850,-120.704613,38.513484,4
95630,51855,-121.147403,38.672638,4
95631,5714,-120.811141,39.031876,4
95632,24194,-121.259201,38.274451,4
95633,2536,-120.837669,38.852544,4
95634,2723,-120.785514,38.9386,4
95635,1140,-120.897718,38.921333,4
95636,659,-120.522149,38.636102,4
95637,228,-122.196202,38.830739,4
95638,1745,-121.123886,38.313447,4
95639,213,-121.507935,38.375325,4
95640,9752,-120.954202,38.33788,4
95641,2010,-121.601358,38.154823,4
95642,6202,-120.76901,38.336216,4
95645,1793,-121.765866,38.875508,4
95646,129,-120.015167,38.631489,4
95648,15286,-121.312005,38.922812,4
95650,11191,-121.171375,38.809175,4
95651,485,-120.916997,38.815515,4
95653,844,-121.961866,38.674276,4
95655,929,-121.266725,38.549822,4
95658,6096,-121.15918,38.883224,4
95659,751,-121.608624,38.788898,4
95660,32202,-121.388251,38.671295,4
95661,25173,-121.251984,38.736685,4
95662,32040,-121.218435,38.689174,4
95663,2048,-121.182872,38.859093,4
95664,1173,-121.043799,38.803731,4
95665,4354,-120.641274,38.400264,4
95666,5501,-120.271114,38.546999,4
95667,34146,-120.795213,38.733714,4
95668,901,-121.498102,38.833554,4
95669,2220,-120.891614,38.489273,4
95670,49729,-121.279913,38.602723,4
95672,3815,-120.991237,38.724322,4
95673,14010,-121.457596,38.688764,4
95674,947,-121.482536,38.954144,4
95675,364,-120.743325,38.545775,4
95676,383,,,0
95677,21510,-121.236973,38.7904,4
95678,30614,-121.288545,38.759751,4
95681,1219,-121.345074,38.984756,4
95682,24738,-120.963092,38.598936,4
95683,4731,-121.114897,38.470423,4
95684,2958,-120.586659,38.606703,4
95685,4610,-120.77069,38.432145,4
95686,1472,-121.520223,38.157794,4
95687,63157,-121.920151,38.333133,4
95688,32564,-122.024568,38.419088,4
95689,1273,-120.603668,38.481902,4
95690,2344,-121.587535,38.240419,4
95691,19050,-121.593287,38.627951,4
95692,3600,-121.409837,39.043387,4
95693,5889,-121.225093,38.392559,4
95694,8406,-122.024579,38.578604,4
95695,38547,-121.862416,38.71967,4
95701,751,-120.79153,39.218096,4
95703,1526,-120.988814,38.983388,4
95709,4829,-120.675512,38.748316,4
95713,8525,-120.894014,39.084645,4
95714,350,-120.83679,39.197215,4
95715,185,-120.720196,39.23754,4
95717,407,-120.838404,39.170376,4
95720,183,-120.209673,38.766036,4
95721,69,-120.076204,38.851842,4
95722,3747,-121.022539,39.003358,4
95726,8577,-120.453416,38.733908,4
95728,88,-120.414275,39.279068,4
95735,25,-120.13287,38.805481,4
95736,31,-120.978273,39.00978,4
95742,299,-121.161585,38.591134,4
95746,20675,-121.184196,38.749466,4
95747,25418,-121.373245,38.784329,4
95758,47065,-121.44195,38.35363,4
95762,22028,-121.055634,38.684437,4
95765,15494,-121.281856,38.823278,4
95776,15022,-121.694431,38.694081,4
95814,16599,-121.491956,38.584505,4
95815,25355,-121.449942,38.608405,4
95816,16164,-121.46504,38.574856,4
95817,14966,-121.457314,38.550722,4
95818,21313,-121.495817,38.556306,4
95819,15975,-121.437507,38.567594,4
95820,37031,-121.444144,38.53508,4
95821,35426,-121.383658,38.625096,4
95822,44683,-121.495184,38.512569,4
95823,72199,-121.443625,38.475465,4
95824,30580,-121.439819,38.517295,4
95825,30715,-121.412455,38.590035,4
95826,38818,-121.378826,38.542532,4
95827,19611,-121.328386,38.549185,4
95828,54880,-121.395805,38.486938,4
95829,11396,-121.334051,38.486502,4
95830,592,-121.284171,38.490508,4
95831,42832,-121.529447,38.494832,4
95832,9063,-121.496855,38.445939,4
95833,31422,-121.517552,38.619049,4
95834,8403,-121.52446,38.646209,4
95835,854,-121.543709,38.685069,4
95836,16,,,0
95837,264,-121.602284,38.691607,4
95838,34894,-121.442433,38.646096,4
95841,20993,-121.346321,38.660442,4
95842,31373,-121.34848,38.687367,4
95843,36432,-121.363411,38.715498,4
95864,23362,-121.376263,38.585826,4
95901,38091,-121.503883,39.19514,4
95903,5654,-121.392283,39.125311,4
95910,118,-120.841386,39.467828,4
95912,4796,-122.047751,38.982373,4
95913,218,,,0
95914,626,-121.38029,39.396585,4
95916,1279,-121.37778,39.657228,4
95917,3169,-121.818201,39.457388,4
95918,1477,-121.320597,39.292334,4
